custom/best_energy,env22/episode_return,env47/episode_return_disc,env14/episode_return,env62/episode_return_disc,env69/episode_return,env37/episode_return,env3/episode_return_disc,env18/episode_return_disc,env23/episode_return_disc,env60/episode_return,env34/episode_return,env65/episode_return_disc,env0/episode_return,env5/episode_return,env2/episode_return,env33/episode_return,env63/episode_return,env17/episode_return,env13/episode_return_disc,env27/episode_return,env45/episode_return_disc,env38/episode_return,env31/episode_return,env33/episode_return_disc,env72/episode_return_disc,env16/episode_return_disc,env9/episode_return,env25/episode_return_disc,env51/episode_return,env38/episode_return_disc,env4/episode_return_disc,env1/episode_return_disc,env18/episode_return,env32/episode_return,env63/episode_return_disc,env78/episode_return_disc,env1/episode_return,env40/episode_return_disc,env7/episode_return,env72/episode_return,env12/episode_return_disc,env22/episode_return_disc,env26/episode_return_disc,env29/episode_return_disc,env35/episode_return,env21/episode_return,env39/episode_return_disc,env8/episode_return,env71/episode_return_disc,env56/episode_return_disc,env61/episode_return_disc,env5/episode_return_disc,env31/episode_return_disc,env30/episode_return,env15/episode_return,env40/episode_return,env58/episode_return,env55/episode_return,env34/episode_return_disc,env8/episode_return_disc,env65/episode_return,env26/episode_return,env35/episode_return_disc,env27/episode_return_disc,env73/episode_return_disc,env16/episode_return,env41/episode_return,env77/episode_return_disc,env48/episode_return,env70/episode_return,env69/episode_return_disc,env29/episode_return,env49/episode_return_disc,env24/episode_return_disc,env54/episode_return,env76/episode_return,env64/episode_return_disc,env20/episode_return,env10/episode_return_disc,env74/episode_return_disc,env60/episode_return_disc,env44/episode_return,env67/episode_return_disc,env28/episode_return_disc,env79/episode_return,env11/episode_return,env56/episode_return,env25/episode_return,env78/episode_return,env53/episode_return_disc,env23/episode_return,env11/episode_return_disc,env39/episode_return,env74/episode_return,env28/episode_return,env43/episode_return_disc,env3/episode_return,env42/episode_return_disc,env4/episode_return,env36/episode_return_disc,env68/episode_return,env6/episode_return_disc,env36/episode_return,env50/episode_return_disc,env45/episode_return,env20/episode_return_disc,env61/episode_return,env41/episode_return_disc,env30/episode_return_disc,env2/episode_return_disc,env51/episode_return_disc,env15/episode_return_disc,env44/episode_return_disc,env57/episode_return_disc,env37/episode_return_disc,env13/episode_return,env21/episode_return_disc,env67/episode_return,env50/episode_return,env19/episode_return,env53/episode_return,env7/episode_return_disc,env49/episode_return,env79/episode_return_disc,env58/episode_return_disc,env42/episode_return,env73/episode_return,env71/episode_return,env75/episode_return_disc,env55/episode_return_disc,env52/episode_return,env66/episode_return_disc,env0/episode_return_disc,env46/episode_return,env75/episode_return,env6/episode_return,env24/episode_return,env14/episode_return_disc,env68/episode_return_disc,env46/episode_return_disc,env70/episode_return_disc,env54/episode_return_disc,env9/episode_return_disc,env52/episode_return_disc,env76/episode_return_disc,env62/episode_return,env47/episode_return,env32/episode_return_disc,env59/episode_return_disc,env10/episode_return,env48/episode_return_disc,env77/episode_return,env43/episode_return,env66/episode_return,env64/episode_return,env12/episode_return,env17/episode_return_disc,env57/episode_return,env59/episode_return,env19/episode_return_disc,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/value_loss,train/clip_fraction,train/explained_variance,train/loss,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/clip_range,train/approx_kl
,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,9.135173797607422,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,10.0,13.050248146057129,41600,10.0,14.083878690000006,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41600,,,26,1,14.211110830000006,10.0,23521,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,0.21127665545791388,0.26000000305939464,0.2717570662498474,0.0539129339158535,-0.025914725654001814,-2.6705276370048523,104,0.2,0.024930054
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,1.3434078693389893,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,10.150193214416504,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,1.470588207244873,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,11.11111068725586,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,11.11111068725586,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,10.150193214416504,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,10.150193214416504,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,11.11111068725586,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,10.150193214416504,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,11.11111068725586,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,10.150193214416504,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,11.11111068725586,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,43200,10.0,14.222221940000008,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,,,27,1,14.062324650000004,10.0,23946,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,0.571908566262573,0.339218757301569,0.45232897996902466,0.6420833468437195,-0.022360777348512783,-2.7472102761268617,108,0.2,0.03164786
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,1.127799153327942,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,1.2345678806304932,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,13.050248146057129,14.285714149475098,14.285714149475098,13.050248146057129,10.150193214416504,14.285714149475098,13.050248146057129,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,14.285714149475098,13.050248146057129,14.285714149475098,11.11111068725586,13.050248146057129,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
