custom/best_energy,env73/episode_return_disc,env42/episode_return_disc,env58/episode_return,env64/episode_return,env67/episode_return_disc,env52/episode_return,env78/episode_return,env46/episode_return,env41/episode_return,env7/episode_return_disc,env34/episode_return,env48/episode_return_disc,env47/episode_return_disc,env59/episode_return_disc,env4/episode_return,env55/episode_return_disc,env27/episode_return_disc,env60/episode_return,env68/episode_return_disc,env43/episode_return_disc,env62/episode_return,env25/episode_return_disc,env56/episode_return_disc,env40/episode_return_disc,env40/episode_return,env1/episode_return,env42/episode_return,env53/episode_return,env10/episode_return,env45/episode_return,env67/episode_return,env79/episode_return_disc,env23/episode_return,env61/episode_return_disc,env19/episode_return,env20/episode_return,env8/episode_return,env49/episode_return_disc,env55/episode_return,env8/episode_return_disc,env24/episode_return_disc,env18/episode_return,env51/episode_return,env13/episode_return,env46/episode_return_disc,env16/episode_return,env29/episode_return,env6/episode_return,env21/episode_return_disc,env24/episode_return,env15/episode_return,env54/episode_return,env14/episode_return,env70/episode_return_disc,env2/episode_return_disc,env50/episode_return_disc,env35/episode_return_disc,env20/episode_return_disc,env25/episode_return,env69/episode_return,env56/episode_return,env9/episode_return_disc,env75/episode_return,env5/episode_return_disc,env13/episode_return_disc,env2/episode_return,env45/episode_return_disc,env59/episode_return,env7/episode_return,env31/episode_return,env35/episode_return,env48/episode_return,env66/episode_return,env72/episode_return_disc,env73/episode_return,env63/episode_return,env57/episode_return,env37/episode_return_disc,env32/episode_return,env36/episode_return,env38/episode_return_disc,env39/episode_return,env29/episode_return_disc,env74/episode_return_disc,env44/episode_return,env0/episode_return_disc,env47/episode_return,env72/episode_return,env58/episode_return_disc,env3/episode_return,env11/episode_return_disc,env19/episode_return_disc,env9/episode_return,env76/episode_return,env31/episode_return_disc,env79/episode_return,env1/episode_return_disc,env10/episode_return_disc,env65/episode_return_disc,env70/episode_return,env16/episode_return_disc,env62/episode_return_disc,env77/episode_return,env17/episode_return,env50/episode_return,env37/episode_return,env30/episode_return,env38/episode_return,env44/episode_return_disc,env51/episode_return_disc,env68/episode_return,env52/episode_return_disc,env54/episode_return_disc,env4/episode_return_disc,env43/episode_return,env64/episode_return_disc,env76/episode_return_disc,env71/episode_return_disc,env14/episode_return_disc,env26/episode_return,env22/episode_return,env33/episode_return_disc,env21/episode_return,env26/episode_return_disc,env71/episode_return,env36/episode_return_disc,env0/episode_return,env78/episode_return_disc,env30/episode_return_disc,env23/episode_return_disc,env77/episode_return_disc,env41/episode_return_disc,env61/episode_return,env74/episode_return,env69/episode_return_disc,env15/episode_return_disc,env12/episode_return,env27/episode_return,env12/episode_return_disc,env17/episode_return_disc,env3/episode_return_disc,env34/episode_return_disc,env66/episode_return_disc,env28/episode_return,env18/episode_return_disc,env75/episode_return_disc,env28/episode_return_disc,env33/episode_return,env22/episode_return_disc,env57/episode_return_disc,env63/episode_return_disc,env32/episode_return_disc,env49/episode_return,env39/episode_return_disc,env60/episode_return_disc,env6/episode_return_disc,env11/episode_return,env5/episode_return,env65/episode_return,env53/episode_return_disc,eval/mean_ep_length,time/total_timesteps,eval/mean_reward,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/loss,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_range,train/clip_fraction,train/explained_variance,train/approx_kl
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.225289344787598,15.225289344787598,14.285714149475098,16.66666603088379,6.5251240730285645,4.166666507720947,20.0,10.0,6.666666507720947,11.418967247009277,8.333333015441895,11.418967247009277,15.225289344787598,9.135173797607422,6.666666507720947,7.027056694030762,4.152351379394531,9.090909004211426,9.135173797607422,4.152351379394531,14.285714149475098,5.373631477355957,11.418967247009277,18.270347595214844,20.0,4.761904716491699,16.66666603088379,7.692307472229004,16.66666603088379,6.666666507720947,7.142857074737549,5.709483623504639,16.66666603088379,15.225289344787598,20.0,16.66666603088379,16.66666603088379,11.418967247009277,7.692307472229004,15.225289344787598,11.418967247009277,16.66666603088379,7.692307472229004,12.5,9.135173797607422,16.66666603088379,12.5,20.0,15.225289344787598,12.5,7.142857074737549,12.5,14.285714149475098,7.612644672393799,9.135173797607422,18.270347595214844,11.418967247009277,15.225289344787598,5.882352828979492,8.333333015441895,12.5,15.225289344787598,5.882352828979492,15.225289344787598,11.418967247009277,10.0,6.090115547180176,10.0,12.5,10.0,12.5,12.5,20.0,11.418967247009277,16.66666603088379,16.66666603088379,10.0,6.090115547180176,14.285714149475098,8.333333015441895,6.5251240730285645,4.34782600402832,11.418967247009277,10.150193214416504,20.0,5.709483623504639,16.66666603088379,12.5,13.050248146057129,16.66666603088379,5.075096607208252,18.270347595214844,16.66666603088379,5.55555534362793,9.135173797607422,6.25,4.350082874298096,15.225289344787598,10.150193214416504,8.333333015441895,15.225289344787598,13.050248146057129,16.66666603088379,11.11111068725586,20.0,6.666666507720947,16.66666603088379,7.142857074737549,18.270347595214844,7.027056694030762,10.0,3.8063223361968994,11.418967247009277,6.090115547180176,4.545454502105713,15.225289344787598,5.075096607208252,5.075096607208252,13.050248146057129,10.0,20.0,6.5251240730285645,16.66666603088379,9.135173797607422,5.55555534362793,7.612644672393799,6.25,18.270347595214844,15.225289344787598,15.225289344787598,15.225289344787598,6.090115547180176,16.66666603088379,11.11111068725586,7.612644672393799,6.5251240730285645,16.66666603088379,4.545454502105713,15.225289344787598,10.150193214416504,15.225289344787598,7.612644672393799,18.270347595214844,6.666666507720947,15.225289344787598,5.373631477355957,6.090115547180176,7.142857074737549,18.270347595214844,9.135173797607422,15.225289344787598,13.050248146057129,12.5,3.9718146324157715,8.304702758789062,18.270347595214844,5.55555534362793,16.66666603088379,11.11111068725586,7.027056694030762,10.0,3200,11.23404464,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,11.864447010000001,6,518,10.0,2,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.508269309997559,19.698323822021486,-5.761136412620544,-0.04534941464680742,8,0.0003,0.2,0.12328125204658136,-0.00010955333709716797,0.017968696
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4.152351379394531,15.225289344787598,20.0,10.0,18.270347595214844,5.55555534362793,14.285714149475098,6.666666507720947,7.692307472229004,5.709483623504639,16.66666603088379,18.270347595214844,11.418967247009277,5.373631477355957,16.66666603088379,15.225289344787598,5.709483623504639,7.142857074737549,15.225289344787598,3.9718146324157715,16.66666603088379,9.135173797607422,4.567586898803711,10.150193214416504,11.11111068725586,6.666666507720947,16.66666603088379,6.666666507720947,20.0,16.66666603088379,20.0,13.050248146057129,10.0,18.270347595214844,16.66666603088379,20.0,10.0,15.225289344787598,16.66666603088379,9.135173797607422,5.373631477355957,6.25,9.090909004211426,16.66666603088379,6.090115547180176,12.5,12.5,5.0,3.654069423675537,5.882352828979492,9.090909004211426,16.66666603088379,4.761904716491699,15.225289344787598,18.270347595214844,10.150193214416504,5.709483623504639,18.270347595214844,10.0,9.090909004211426,5.0,3.513528347015381,6.666666507720947,11.418967247009277,15.225289344787598,20.0,15.225289344787598,5.882352828979492,6.25,5.882352828979492,6.25,20.0,9.090909004211426,11.418967247009277,4.545454502105713,12.5,16.66666603088379,7.612644672393799,16.66666603088379,20.0,5.075096607208252,11.11111068725586,11.418967247009277,18.270347595214844,16.66666603088379,9.135173797607422,12.5,12.5,18.270347595214844,7.142857074737549,18.270347595214844,15.225289344787598,3.846153736114502,16.66666603088379,5.373631477355957,14.285714149475098,6.090115547180176,18.270347595214844,11.418967247009277,16.66666603088379,11.418967247009277,15.225289344787598,20.0,8.333333015441895,11.11111068725586,8.333333015441895,5.55555534362793,5.55555534362793,15.225289344787598,8.304702758789062,16.66666603088379,5.075096607208252,15.225289344787598,15.225289344787598,4.34782600402832,9.135173797607422,15.225289344787598,6.090115547180176,4.350082874298096,16.66666603088379,12.5,8.304702758789062,4.0,15.225289344787598,6.666666507720947,18.270347595214844,10.0,13.050248146057129,5.075096607208252,9.135173797607422,18.270347595214844,7.027056694030762,20.0,20.0,8.304702758789062,8.304702758789062,8.333333015441895,6.25,7.612644672393799,7.612644672393799,6.5251240730285645,15.225289344787598,8.304702758789062,14.285714149475098,5.709483623504639,6.090115547180176,13.050248146057129,9.090909004211426,11.418967247009277,15.225289344787598,11.418967247009277,15.225289344787598,16.66666603088379,10.150193214416504,6.5251240730285645,4.567586898803711,20.0,12.5,12.5,6.090115547180176,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.709483623504639,15.225289344787598,16.66666603088379,11.11111068725586,15.225289344787598,5.882352828979492,10.0,9.090909004211426,9.090909004211426,15.225289344787598,12.5,15.225289344787598,6.090115547180176,18.270347595214844,11.11111068725586,4.350082874298096,6.5251240730285645,6.25,9.135173797607422,13.050248146057129,5.55555534362793,6.5251240730285645,7.027056694030762,15.225289344787598,16.66666603088379,14.285714149475098,16.66666603088379,5.263157844543457,12.5,6.666666507720947,16.66666603088379,5.373631477355957,16.66666603088379,7.612644672393799,6.25,16.66666603088379,10.0,13.050248146057129,4.761904716491699,9.135173797607422,15.225289344787598,16.66666603088379,12.5,12.5,8.304702758789062,8.333333015441895,20.0,14.285714149475098,18.270347595214844,16.66666603088379,7.142857074737549,16.66666603088379,14.285714149475098,11.418967247009277,7.612644672393799,15.225289344787598,13.050248146057129,15.225289344787598,7.142857074737549,6.666666507720947,7.692307472229004,10.150193214416504,4.545454502105713,5.075096607208252,11.418967247009277,8.333333015441895,6.090115547180176,20.0,16.66666603088379,7.142857074737549,14.285714149475098,16.66666603088379,5.263157844543457,15.225289344787598,6.25,6.666666507720947,16.66666603088379,9.135173797607422,4.545454502105713,16.66666603088379,11.418967247009277,16.66666603088379,18.270347595214844,15.225289344787598,6.25,18.270347595214844,6.666666507720947,16.66666603088379,15.225289344787598,5.263157844543457,15.225289344787598,5.709483623504639,11.11111068725586,4.761904716491699,6.5251240730285645,5.882352828979492,13.050248146057129,11.418967247009277,18.270347595214844,12.5,7.612644672393799,5.075096607208252,5.0,16.66666603088379,16.66666603088379,10.0,7.692307472229004,12.5,5.709483623504639,11.418967247009277,10.0,5.373631477355957,15.225289344787598,10.150193214416504,14.285714149475098,10.150193214416504,4.350082874298096,8.304702758789062,13.050248146057129,16.66666603088379,7.692307472229004,6.090115547180176,20.0,15.225289344787598,9.090909004211426,15.225289344787598,20.0,9.135173797607422,7.027056694030762,15.225289344787598,4.567586898803711,8.304702758789062,8.333333015441895,16.66666603088379,6.090115547180176,6.5251240730285645,5.263157844543457,7.142857074737549,4.807986259460449,15.225289344787598,4.807986259460449,11.418967247009277,4.807986259460449,16.66666603088379,15.225289344787598,4.152351379394531,15.225289344787598,6.666666507720947,7.027056694030762,15.225289344787598,6.090115547180176,4.152351379394531,14.285714149475098,15.225289344787598,5.709483623504639,13.050248146057129,16.66666603088379,5.55555534362793,20.0,4.807986259460449,10.0,4800,11.745381429999998,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,,11.79786767,5,906,10.0,3,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.348987579345703,15.983851408958435,-5.796925866603852,-0.05853897695269552,12,0.0003,0.2,0.32984375543892386,1.6391277313232422e-05,0.04121373
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.5251240730285645,11.418967247009277,16.66666603088379,7.692307472229004,5.373631477355957,16.66666603088379,16.66666603088379,5.0,20.0,15.225289344787598,6.25,9.135173797607422,6.090115547180176,9.135173797607422,20.0,10.150193214416504,7.027056694030762,16.66666603088379,11.418967247009277,18.270347595214844,7.142857074737549,11.418967247009277,3.9718146324157715,15.225289344787598,16.66666603088379,5.882352828979492,12.5,5.55555534362793,6.25,20.0,5.882352828979492,6.5251240730285645,20.0,9.135173797607422,8.333333015441895,6.666666507720947,16.66666603088379,18.270347595214844,11.11111068725586,15.225289344787598,15.225289344787598,16.66666603088379,11.11111068725586,20.0,4.567586898803711,20.0,16.66666603088379,16.66666603088379,7.612644672393799,16.66666603088379,16.66666603088379,14.285714149475098,16.66666603088379,18.270347595214844,15.225289344787598,5.075096607208252,18.270347595214844,6.090115547180176,12.5,16.66666603088379,4.34782600402832,5.709483623504639,16.66666603088379,15.225289344787598,18.270347595214844,16.66666603088379,18.270347595214844,10.0,16.66666603088379,16.66666603088379,20.0,10.0,7.692307472229004,5.373631477355957,7.142857074737549,11.11111068725586,5.263157844543457,13.050248146057129,9.090909004211426,20.0,10.150193214416504,16.66666603088379,15.225289344787598,3.8063223361968994,20.0,6.5251240730285645,6.666666507720947,5.882352828979492,15.225289344787598,12.5,18.270347595214844,7.612644672393799,6.25,7.692307472229004,15.225289344787598,7.142857074737549,5.373631477355957,5.709483623504639,15.225289344787598,20.0,18.270347595214844,6.5251240730285645,10.0,9.090909004211426,5.55555534362793,14.285714149475098,8.333333015441895,11.11111068725586,18.270347595214844,10.150193214416504,12.5,15.225289344787598,13.050248146057129,18.270347595214844,20.0,7.027056694030762,7.027056694030762,5.709483623504639,15.225289344787598,11.11111068725586,20.0,11.418967247009277,8.333333015441895,10.150193214416504,6.25,18.270347595214844,7.142857074737549,15.225289344787598,7.612644672393799,18.270347595214844,9.135173797607422,18.270347595214844,10.0,4.166666507720947,15.225289344787598,15.225289344787598,14.285714149475098,7.692307472229004,13.050248146057129,8.304702758789062,11.418967247009277,5.709483623504639,7.027056694030762,11.11111068725586,15.225289344787598,15.225289344787598,10.150193214416504,12.5,18.270347595214844,4.807986259460449,10.150193214416504,8.304702758789062,20.0,15.225289344787598,15.225289344787598,15.225289344787598,20.0,16.66666603088379,16.66666603088379,5.075096607208252,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
